Id,SalePrice
1461,153609.525937
1462,153391.716091
1463,207940.27825
1464,202900.667168
1465,185577.762052
1466,195082.566799
1467,190284.562465
1468,200226.279313
1469,190798.389968
1470,160508.939474
1471,197536.988794
1472,152882.46817
1473,152882.46817
1474,158587.098917
1475,158587.098917
1476,226742.923991
1477,226790.652974
1478,217232.695969
1479,222043.977693
1480,218892.885615
1481,215986.164518
1482,211013.502441
1483,230369.263506
1484,204147.690503
1485,218778.375567
1486,210249.746818
1487,216043.656116
1488,212649.160799
1489,219894.153352
1490,215266.445975
1491,216251.256169
1492,109436.847044
1493,175730.262674
1494,200313.560211
1495,195404.996487
1496,203729.276511
1497,201477.739251
1498,200969.506435
1499,199837.39474
1500,201421.511148
1501,194336.583029
1502,198030.518258
1503,228530.701003
1504,201668.848639
1505,205952.747368
1506,159488.508296
1507,196386.047326
1508,186678.030889
1509,163424.034752
1510,157097.934518
1511,157495.220291
1512,158449.937887
1513,155943.988421
1514,156977.110509
1515,140804.518596
1516,146638.888964
1517,159469.916597
1518,145835.697552
1519,207929.916974
1520,146723.442252
1521,150065.281442
1522,149192.290233
1523,143689.86655
1524,142265.393556
1525,145608.069106
1526,152516.065246
1527,107698.388823
1528,134533.579837
1529,147370.7234
1530,153627.236377
1531,89598.3556466
1532,104647.80052
1533,141720.551627
1534,123107.300306
1535,138892.013111
1536,108008.023689
1537,111924.285537
1538,93293.3073779
1539,85775.9973616
1540,100487.519455
1541,111892.396312
1542,134128.357966
1543,109315.934447
1544,109334.840394
1545,123146.532801
1546,124122.718682
1547,126481.132216
1548,132215.997218
1549,120507.045592
1550,114931.187794
1551,108641.436406
1552,103700.391555
1553,105454.59608
1554,103406.792103
1555,155909.549028
1556,107626.292057
1557,105289.18237
1558,124123.763681
1559,96013.6511559
1560,97983.7515138
1561,159914.725557
1562,154735.177059
1563,157240.43644
1564,169575.598752
1565,161799.631386
1566,187129.881132
1567,115130.164455
1568,183940.061696
1569,135851.059627
1570,140661.516113
1571,134928.491838
1572,142806.232256
1573,235749.969759
1574,156733.720844
1575,189183.596676
1576,198999.08932
1577,218202.76784
1578,97005.786977
1579,201625.748747
1580,200221.480327
1581,179685.177015
1582,161805.60823
1583,211802.794487
1584,200285.546156
1585,201447.468741
1586,132175.328875
1587,141987.423387
1588,160196.149506
1589,138823.039312
1590,164053.174422
1591,143573.409139
1592,108340.791004
1593,125121.712148
1594,155175.924185
1595,119406.004702
1596,129884.824783
1597,145627.39706
1598,213261.759519
1599,179565.953313
1600,179565.953313
1601,127396.100487
1602,109693.141896
1603,89719.5927578
1604,201980.455297
1605,204740.177583
1606,171381.365789
1607,174588.417488
1608,223145.045894
1609,220985.415605
1610,215810.556209
1611,163524.392425
1612,212988.071844
1613,207801.486518
1614,156252.327896
1615,151419.8113
1616,151961.296572
1617,154367.051281
1618,159822.377329
1619,186171.204942
1620,179628.872907
1621,192795.566687
1622,162147.156002
1623,196450.286602
1624,200006.861628
1625,149396.487902
1626,168188.774798
1627,201645.859798
1628,214319.425378
1629,197085.912805
1630,207994.430074
1631,198510.870499
1632,194899.842153
1633,201106.465082
1634,198711.524422
1635,194657.395529
1636,190617.827569
1637,174702.879598
1638,178100.532638
1639,174652.653368
1640,179627.006042
1641,174888.077201
1642,205845.006731
1643,201874.394215
1644,206769.306591
1645,168345.805981
1646,168103.836943
1647,170739.493921
1648,159740.525674
1649,161931.192359
1650,158678.937921
1651,162600.591919
1652,155315.881843
1653,154094.371611
1654,159881.90815
1655,158587.098917
1656,161204.931578
1657,162503.327951
1658,162503.327951
1659,159607.549086
1660,158572.91754
1661,225834.758992
1662,225775.243934
1663,223999.593129
1664,224764.960637
1665,222548.428575
1666,225453.790198
1667,243705.916449
1668,220290.972252
1669,217763.441753
1670,226205.527848
1671,216287.950607
1672,220695.219202
1673,216988.32212
1674,215549.078506
1675,208952.469864
1676,205841.010055
1677,218448.078209
1678,221625.912879
1679,220672.923818
1680,214838.328173
1681,213184.311128
1682,221734.731876
1683,199834.287481
1684,216152.685943
1685,212525.665808
1686,202506.327295
1687,211772.209671
1688,209202.692441
1689,213007.79747
1690,209278.711234
1691,207889.657742
1692,214610.401659
1693,212307.761499
1694,203466.355117
1695,200708.715581
1696,214956.612032
1697,200874.38189
1698,210944.084606
1699,197874.490554
1700,196666.816577
1701,197881.409396
1702,221830.110749
1703,219992.577631
1704,218122.795735
1705,214609.295107
1706,216516.952277
1707,215931.767391
1708,217111.18308
1709,222717.407592
1710,211668.279902
1711,217270.826014
1712,216171.8687
1713,217311.072414
1714,208875.618781
1715,207807.413114
1716,217160.821061
1717,211668.279902
1718,208351.964273
1719,213911.750985
1720,213036.49255
1721,218358.824142
1722,218358.824142
1723,215509.991824
1724,214726.215985
1725,202283.750982
1726,189841.321658
1727,186038.152431
1728,195159.523706
1729,185019.142824
1730,174852.067238
1731,152406.175125
1732,149623.354453
1733,150355.758724
1734,155490.185887
1735,151101.535281
1736,149106.326243
1737,184668.869174
1738,195203.002712
1739,200403.494752
1740,208494.777087
1741,209175.19628
1742,194366.035564
1743,194091.568916
1744,178861.096185
1745,185727.318034
1746,170004.877636
1747,171812.544409
1748,159413.332547
1749,160863.586484
1750,160053.044953
1751,177481.07549
1752,155084.500835
1753,158343.254074
1754,167341.323923
1755,173198.729091
1756,147124.02675
1757,146816.116828
1758,146137.006635
1759,150010.281973
1760,150699.196135
1761,155812.753761
1762,155037.903783
1763,153419.536487
1764,144233.035367
1765,158743.689142
1766,152258.884678
1767,163983.271664
1768,144147.873311
1769,153254.492445
1770,148200.802897
1771,144135.737951
1772,143002.156011
1773,146151.959779
1774,147335.126737
1775,141136.469267
1776,143688.373196
1777,131845.243174
1778,138339.302849
1779,141692.649467
1780,138387.776697
1781,138453.845972
1782,142441.667657
1783,128224.979736
1784,92158.2386408
1785,114256.588722
1786,105742.235721
1787,98938.6935581
1788,123497.302945
1789,110362.089906
1790,87085.7698475
1791,160959.771765
1792,154123.405902
1793,160896.508185
1794,145520.494853
1795,147377.497052
1796,146738.455402
1797,136674.936243
1798,144714.142644
1799,137844.03592
1800,146661.691703
1801,138759.761908
1802,134533.579837
1803,152016.21527
1804,171268.638334
1805,151286.106809
1806,117404.743991
1807,101560.874477
1808,106242.636646
1809,101213.466566
1810,123568.184047
1811,107452.948523
1812,101413.059304
1813,134320.464913
1814,107251.400614
1815,124044.368835
1816,110858.940639
1817,100958.152974
1818,92355.5240819
1819,101439.469301
1820,95742.8675059
1821,105457.059945
1822,101060.201036
1823,93130.0787474
1824,109095.136296
1825,113699.295829
1826,109392.066972
1827,110370.670372
1828,122301.521328
1829,112732.564091
1830,103700.391555
1831,105314.005451
1832,104992.581875
1833,112843.372616
1834,101695.406092
1835,91834.252308
1836,111224.835395
1837,107766.904648
1838,105662.143711
1839,128273.490365
1840,187313.462596
1841,174093.325404
1842,122207.459238
1843,161065.921636
1844,170420.016116
1845,158573.939567
1846,157210.289292
1847,152671.906758
1848,134531.487983
1849,150344.457321
1850,145135.460167
1851,133867.321973
1852,140321.327346
1853,173092.329541
1854,191767.861225
1855,194879.885767
1856,196004.48711
1857,91768.8421323
1858,170336.600004
1859,170336.600004
1860,170368.15249
1861,170320.825952
1862,209413.470308
1863,202621.894371
1864,202685.021852
1865,223097.796565
1866,221125.28113
1867,218096.806725
1868,220508.356177
1869,212024.715688
1870,220211.237204
1871,217461.427724
1872,217463.258549
1873,204776.238578
1874,196227.133786
1875,211223.637228
1876,200813.767849
1877,210757.149196
1878,209852.662453
1879,182685.349459
1880,170239.111076
1881,212404.852152
1882,215299.625574
1883,207255.56055
1884,210001.12266
1885,214692.553931
1886,214413.549253
1887,199234.43115
1888,218251.380581
1889,219853.995356
1890,151200.105772
1891,203348.594388
1892,144711.519418
1893,141002.989702
1894,150319.441041
1895,147843.714441
1896,127458.323764
1897,122487.000946
1898,119023.993396
1899,104945.671788
1900,105349.956696
1901,132413.419161
1902,156376.020748
1903,126384.593796
1904,142296.171317
1905,154620.474076
1906,144482.083693
1907,152723.723199
1908,164215.175153
1909,163876.803274
1910,164047.973648
1911,190284.432143
1912,174805.748392
1913,92557.9072326
1914,114227.734433
1915,206877.672699
1916,111860.218761
1917,206385.479625
1918,171569.04119
1919,171006.630644
1920,193763.766382
1921,226060.837157
1922,228020.074894
1923,175813.253532
1924,193108.45998
1925,209617.274669
1926,222768.040166
1927,163567.820832
1928,166069.430302
1929,162090.568764
1930,191351.031842
1931,189786.98784
1932,194248.619943
1933,162028.433712
1934,199153.933983
1935,195106.701485
1936,202145.330985
1937,208413.762226
1938,206838.808642
1939,195107.841105
1940,185679.345007
1941,204971.285907
1942,198714.990425
1943,182681.22112
1944,220964.230218
1945,222682.645291
1946,168738.179367
1947,214459.106246
1948,190141.125065
1949,191810.337364
1950,181528.17353
1951,186241.623002
1952,181335.118969
1953,175041.724107
1954,176645.59819
1955,161057.370501
1956,176995.889359
1957,171153.764975
1958,207142.031637
1959,166498.14309
1960,161807.596206
1961,160641.217549
1962,155315.881843
1963,154367.051281
1964,154094.371611
1965,158624.487567
1966,161449.411195
1967,222901.240022
1968,224764.960637
1969,226141.077859
1970,222481.561153
1971,219104.353264
1972,218389.797197
1973,215873.879453
1974,213814.52275
1975,216000.433752
1976,212617.485936
1977,220231.764846
1978,222893.006402
1979,219814.845281
1980,218671.289311
1981,214665.036657
1982,209434.771546
1983,209434.771546
1984,198105.557705
1985,200609.698173
1986,202199.936651
1987,206646.154649
1988,211042.472941
1989,205970.087348
1990,208278.572561
1991,212989.041359
1992,203101.814787
1993,205519.721988
1994,208827.462401
1995,201793.090534
1996,200766.693751
1997,207911.465595
1998,205820.33964
1999,201430.6312
2000,201432.586712
2001,195098.991575
2002,222172.717223
2003,217519.460985
2004,216837.455391
2005,216237.95467
2006,215403.672371
2007,219033.703135
2008,213346.180055
2009,211305.872006
2010,216098.655989
2011,220089.76042
2012,216530.977462
2013,195623.163902
2014,192602.011532
2015,204333.11767
2016,205108.592197
2017,190773.804567
2018,152775.963423
2019,149121.583216
2020,158060.685482
2021,149292.038813
2022,181898.976406
2023,166334.647324
2024,189244.992095
2025,196773.320188
2026,201342.084963
2027,202502.917505
2028,205726.13449
2029,191675.246748
2030,197279.126399
2031,198463.312937
2032,198207.834233
2033,194649.585777
2034,191481.697882
2035,208935.956101
2036,192265.16124
2037,192265.16124
2038,192862.010976
2039,199970.988024
2040,194371.798141
2041,179839.778379
2042,205087.607064
2043,162913.430297
2044,161558.701894
2045,166248.918005
2046,156059.365186
2047,158545.810404
2048,153938.863974
2049,157806.003942
2050,168672.972916
2051,142969.468999
2052,151398.622863
2053,152029.798
2054,120081.530615
2055,149829.017261
2056,138453.845972
2057,139386.62643
2058,163948.760742
2059,145408.012747
2060,148951.322238
2061,152019.950697
2062,146182.724506
2063,142993.07777
2064,141501.911326
2065,145612.122189
2066,152163.559039
2067,145385.978883
2068,149857.350513
2069,136884.871995
2070,111666.106298
2071,123497.302945
2072,112152.698037
2073,160379.677515
2074,149676.849407
2075,154087.674049
2076,136759.936224
2077,146661.691703
2078,150177.185967
2079,134533.579837
2080,139086.354146
2081,140038.084497
2082,149640.991088
2083,141148.170163
2084,140038.084497
2085,150846.05332
2086,219308.356913
2087,135808.140759
2088,96959.6292581
2089,122875.038484
2090,101888.228709
2091,102522.191349
2092,125835.681987
2093,107164.752038
2094,105457.059945
2095,129241.422602
2096,98569.545658
2097,83576.1381323
2098,133473.440427
2099,131588.910245
2100,140410.863134
2101,92934.2683575
2102,105412.676912
2103,92935.0507784
2104,109252.731396
2105,94152.7708176
2106,110864.96946
2107,87085.7698475
2108,148838.502506
2109,146141.739672
2110,113963.13539
2111,130679.367213
2112,120336.876124
2113,124057.786017
2114,90409.1377349
2115,124122.718682
2116,109392.066972
2117,121217.132838
2118,123146.532801
2119,110201.540617
2120,105563.655482
2121,130078.776373
2122,114027.290394
2123,129251.470905
2124,123395.610579
2125,108641.436406
2126,104621.166315
2127,99686.1774141
2128,96590.5463228
2129,114980.54653
2130,141448.494832
2131,123082.428124
2132,105662.143711
2133,111378.799293
2134,111197.033414
2135,103188.701039
2136,105662.143711
2137,135085.346626
2138,155546.887462
2139,177747.017056
2140,159232.250937
2141,169974.385244
2142,158851.980124
2143,177766.593846
2144,112330.64124
2145,152954.853681
2146,150871.546195
2147,151009.282265
2148,127633.355399
2149,162959.860467
2150,190441.609234
2151,131317.427534
2152,139121.655902
2153,145135.460167
2154,168313.210995
2155,151906.581262
2156,197805.944898
2157,196526.381811
2158,202054.753148
2159,200670.630521
2160,219017.107277
2161,216685.986522
2162,222923.473186
2163,222923.473186
2164,200628.657216
2165,159631.108094
2166,196215.569814
2167,199143.874124
2168,206739.30703
2169,204436.501114
2170,210008.46552
2171,176607.390866
2172,168123.435222
2173,175520.075708
2174,208503.67987
2175,207313.417265
2176,218197.66982
2177,212724.91521
2178,207478.082861
2179,203028.96388
2180,201555.903618
2181,212336.362275
2182,219833.635737
2183,217201.047083
2184,157395.804756
2185,173623.918766
2186,165625.314564
2187,171407.339364
2188,166604.281043
2189,203675.923255
2190,139743.467676
2191,140726.94192
2192,140828.870424
2193,128703.187498
2194,133459.784452
2195,141677.142401
2196,140619.348933
2197,107750.57459
2198,107997.882374
2199,116454.53801
2200,113946.160168
2201,109563.070259
2202,111762.980833
2203,111918.631908
2204,127176.00174
2205,125577.773558
2206,137453.673886
2207,123062.181035
2208,141746.889024
2209,166767.155042
2210,164417.149309
2211,112072.833873
2212,124122.718682
2213,116799.179926
2214,153616.097508
2215,116051.298238
2216,146738.455402
2217,146685.242469
2218,86478.7952863
2219,97245.7581574
2220,108702.240896
2221,206877.672699
2222,201980.455297
2223,224237.030687
2224,201532.40809
2225,170952.150695
2226,192009.941974
2227,175624.012912
2228,219033.985475
2229,223179.152159
2230,215810.556209
2231,223374.3611
2232,193672.934107
2233,197894.857179
2234,213257.49
2235,200987.722245
2236,220558.486545
2237,217099.227918
2238,199553.385192
2239,216563.793653
2240,192231.667367
2241,160657.544773
2242,161203.989984
2243,160363.171818
2244,155700.795665
2245,155206.081345
2246,171263.636516
2247,151421.086115
2248,175022.461527
2249,173806.852381
2250,185401.647259
2251,138579.391281
2252,164898.705902
2253,199439.174591
2254,196872.490103
2255,202213.156598
2256,196216.71591
2257,200286.716025
2258,192826.160523
2259,191268.88886
2260,166192.184659
2261,179407.518503
2262,182844.086303
2263,218715.477846
2264,307799.574917
2265,210601.155389
2266,212623.823964
2267,223728.77031
2268,223329.807055
2269,183175.225589
2270,180597.24942
2271,176680.26229
2272,176647.313086
2273,184552.90303
2274,175256.336493
2275,168171.018284
2276,169135.459871
2277,165102.272293
2278,161943.671324
2279,159861.60915
2280,160993.9583
2281,197754.461634
2282,202947.056208
2283,156003.897039
2284,155810.946149
2285,162421.261332
2286,153890.720411
2287,220711.088708
2288,219517.661524
2289,225979.30498
2290,224666.58227
2291,222522.772769
2292,224504.552858
2293,225139.94965
2294,221170.820845
2295,231439.807639
2296,230448.202159
2297,217351.046097
2298,222850.864434
2299,218353.309095
2300,218850.503741
2301,222646.166428
2302,214336.917209
2303,213127.709194
2304,217506.922595
2305,203735.874827
2306,203739.305378
2307,207873.370342
2308,206545.539281
2309,210607.340079
2310,209434.771546
2311,199434.273982
2312,228806.884896
2313,214898.855687
2314,222081.082527
2315,214100.380507
2316,215677.961923
2317,218509.341052
2318,214659.614904
2319,213729.107638
2320,213700.319265
2321,200071.648629
2322,206646.154649
2323,224221.503815
2324,214734.554455
2325,217880.808392
2326,214604.704653
2327,207366.996519
2328,207239.857104
2329,205279.883055
2330,203943.387487
2331,205090.655545
2332,203892.146571
2333,204657.455915
2334,204292.50149
2335,196440.869747
2336,198157.387803
2337,217719.164918
2338,221267.098027
2339,217287.289549
2340,222127.543871
2341,217820.002546
2342,212398.666119
2343,211335.572219
2344,215452.919964
2345,213958.028751
2346,215403.672371
2347,214358.296129
2348,215403.672371
2349,218639.430836
2350,221989.199475
2351,218692.81866
2352,219515.813404
2353,213906.348257
2354,211668.279902
2355,211668.279902
2356,215509.991824
2357,211563.165397
2358,197749.841362
2359,173129.657841
2360,166636.330285
2361,156769.864216
2362,206417.681161
2363,168970.796912
2364,170432.593147
2365,202948.642225
2366,204698.42504
2367,205148.717801
2368,204841.514306
2369,207836.353693
2370,191675.246748
2371,192929.721618
2372,199985.109529
2373,207602.817775
2374,200244.823022
2375,195746.977215
2376,179041.195834
2377,189456.022427
2378,162445.23566
2379,159969.315955
2380,159680.224164
2381,162445.23566
2382,167175.592716
2383,194339.972722
2384,195954.988256
2385,158610.302847
2386,154978.272496
2387,156290.37487
2388,156337.03976
2389,142566.808958
2390,157187.587761
2391,149301.222251
2392,148672.996478
2393,156043.398393
2394,155338.406904
